endpoint,split,fold,seed,raw_cov,raw_width,raw_interval_score,conformal_cov,conformal_width,conformal_interval_score,mondrian_cov,mondrian_width,n_test_exact
ABCB1:IC50,random,0,0,0.5331858407079646,1.2943165049711347,6.617182789158111,0.8915929203539823,5.37105589382592,6.811768761183366,0.8915929203539823,5.37105589382592,452
ABCB1:IC50,random,0,1,0.5309734513274337,1.472621894378052,6.791875894094167,0.8429203539823009,4.268809205338723,6.080141820026433,0.8429203539823009,4.268809205338723,452
ABCB1:IC50,random,1,0,0.5355555555555556,1.9755348176395284,6.6233837346549445,0.9222222222222223,9.803928109509982,10.568706368145696,0.9222222222222223,9.803928109509982,450
ABCB1:IC50,random,1,1,0.5666666666666667,1.860138685099657,6.113767462152346,0.9066666666666666,7.4547349792249085,8.297330901525541,0.9066666666666666,7.4547349792249085,450
ABCB1:IC50,random,2,0,0.6179775280898876,1.4777477147445723,4.896223220195173,0.9258426966292135,5.108770032188818,5.759645064101835,0.9258426966292135,5.108770032188818,445
ABCB1:IC50,random,2,1,0.6022471910112359,1.6849042984747116,5.460527770184573,0.9348314606741573,6.659337269566222,7.176691141438699,0.9348314606741573,6.659337269566222,445
ABCB1:IC50,random,3,0,0.5343680709534369,2.1368053385713925,6.873078852200925,0.8913525498891353,7.512232234426387,8.641617151668399,0.8913525498891353,7.512232234426387,451
ABCB1:IC50,random,3,1,0.5277161862527716,1.2264754125162864,6.294493753590224,0.9312638580931264,4.9785672957079345,5.886385460433812,0.9312638580931264,4.9785672957079345,451
ABCB1:IC50,random,4,0,0.5758928571428571,2.467917987388556,6.467262789344177,0.9375,10.5022760402457,11.055191971705312,0.9375,10.5022760402457,448
ABCB1:IC50,random,4,1,0.5691964285714286,2.0059631460638516,6.654146490804237,0.9285714285714286,8.207095260868266,9.067449633383559,0.9285714285714286,8.207095260868266,448
ABCB1:IC50,scaffold,0,0,0.38866396761133604,1.1161902075505825,8.712629496312978,0.8663967611336032,5.170947873245262,6.748543024561659,0.8663967611336032,5.170947873245262,494
ABCB1:IC50,scaffold,0,1,0.41295546558704455,1.1827695786500774,8.201037808192547,0.8805668016194332,4.95428778473103,6.216561378192252,0.8805668016194332,4.95428778473103,494
ABCB1:IC50,scaffold,1,0,0.3157894736842105,0.996256841170007,10.908065171703958,0.7587719298245614,4.23390344239746,8.260644741038677,0.7587719298245614,4.23390344239746,456
ABCB1:IC50,scaffold,1,1,0.3399122807017544,1.2505560397431765,11.108550623398397,0.7478070175438597,4.328994873458334,8.766735609650995,0.7478070175438597,4.328994873458334,456
ABCB1:IC50,scaffold,2,0,0.3826530612244898,2.253905479902745,11.022210966041513,0.7627551020408163,8.564479433002132,10.781384740101272,0.7627551020408163,8.564479433002132,392
ABCB1:IC50,scaffold,2,1,0.3163265306122449,1.711622042527596,12.663787911045455,0.7219387755102041,7.986500269836871,11.10491329214377,0.7219387755102041,7.986500269836871,392
ABCB1:IC50,scaffold,3,0,0.3389423076923077,1.0643747345683687,8.942650185074662,0.8197115384615384,4.3604222634004834,6.879129248022432,0.8197115384615384,4.3604222634004834,416
ABCB1:IC50,scaffold,3,1,0.3317307692307692,1.0340460316951794,9.299675723027892,0.7692307692307693,3.6126623111280876,6.567257802234182,0.7692307692307693,3.6126623111280876,416
ABCB1:IC50,scaffold,4,0,0.5204918032786885,2.0452287178659407,8.861765839713453,0.7663934426229508,5.179252817378612,8.063727467965123,0.7663934426229508,5.179252817378612,488
ABCB1:IC50,scaffold,4,1,0.3729508196721312,0.9343082394597221,9.551647909684753,0.7786885245901639,3.125653011898035,6.258014094340796,0.7786885245901639,3.125653011898035,488
ABCB1:IC50,assay,0,0,0.41487279843444225,1.0885456933399789,8.885251951623433,0.7984344422700587,4.63793675729289,6.828200091803176,0.7984344422700587,4.63793675729289,511
ABCB1:IC50,assay,0,1,0.436399217221135,1.102549382479276,9.97076648813331,0.7514677103718199,4.099757666403569,7.842952047614143,0.7514677103718199,4.099757666403569,511
ABCB1:IC50,assay,1,0,0.4188235294117647,1.1036492423762818,10.04223642203724,0.8423529411764706,4.347299398006077,6.306154759103836,0.8423529411764706,4.347299398006077,425
ABCB1:IC50,assay,1,1,0.47058823529411764,1.2140904814822315,9.537364920137989,0.8258823529411765,4.127692720044288,6.229839141390466,0.8258823529411765,4.127692720044288,425
ABCB1:IC50,assay,2,0,0.379182156133829,1.0631819468925543,11.777298974065397,0.6858736059479554,3.9198180565958585,8.27668762643345,0.6858736059479554,3.9198180565958585,538
ABCB1:IC50,assay,2,1,0.43308550185873607,1.2557393080154076,11.238502435650062,0.7342007434944238,4.465395685606495,8.08366347337753,0.7342007434944238,4.465395685606495,538
ABCB1:IC50,assay,3,0,0.6576354679802956,2.3234804341544497,8.392341108474204,0.9039408866995073,8.28848361419307,10.825851557338073,0.9039408866995073,8.28848361419307,406
ABCB1:IC50,assay,3,1,0.6231527093596059,2.2777350177139493,8.617105403064008,0.896551724137931,9.53103070091326,11.859049609462122,0.896551724137931,9.53103070091326,406
ABCB1:IC50,assay,4,0,0.4781420765027322,1.3422097710465215,11.085839810554491,0.6830601092896175,4.456970684454429,8.904211148989466,0.6830601092896175,4.456970684454429,366
ABCB1:IC50,assay,4,1,0.44808743169398907,1.3040011604174229,12.890577890909851,0.6721311475409836,4.542583928541355,10.166009802202884,0.6721311475409836,4.542583928541355,366
